Address,value
20610457229,1500000
20724474929,3500000
20706466126,2500000
20705465326,2000000
20705465726,3000000
20707466929,5000000
20706466129,1500000
20711469726,2500000
20729476929,1500000
20712470529,250000
20712470523,4500000
20716473329,3000000
20711469717,2500000
20808483120,3500000
20808483126,3000000
20808483129,4000000
20813485520,3000000
20809483515,2000000
20813485920,2500000
20806481523,7000000
20927502220,1500000
20916496229,3000000
20916495422,1000000
20931501429,1500000
20916495823,2000000
20913493826,3700000
20932501826,2500000
20916496629,2500000
20917497416,1800000
20917497426,4000000
20917497429,4000000
21011509429,2000000
21012509820,1000000
21008507829,2700000
21001514226,2000000
21009508226,2000000
21007513415,800000
21009508229,2500000
21009508221,2500000
21009508216,2500000
21009508214,2500000
21009508224,2500000
21010509017,4000000
21006515426,4000000
21014510623,500000
21103518313,800000
21204530420,5000000
21204530424,3000000
21204530429,3000000
21204530417,3000000
21209533729,1800000
21301535129,500000
21306541514,1500000
21308544323,2000000
21305540714,1300000
21302536326,2000000
21304538729,1000000
21304539515,5000000
21407551514,2000000
21405549926,2500000
21505558823,1500000
21503556823,2000000
21501554429,500000
21504558020,1000000
21501554413,3000000
21503556414,4000000
21605568329,2500000
21601564317,5000000
21601564329,5000000
21601564314,5000000
21606569123,2000000
21707581426,1300000
21701573414,7500000
21701573826,8000000
21701573814,5500000
21701574214,3000000
21701574626,3000000
21701573417,500000
21704578629,2000000
21704579026,1500000
21704579029,2000000
21706580223,2500000
21706580220,2000000
21804586829,2000000
21804586429,4000000
21806587626,6500000
21804586826,2000000
21801582821,2000000
21806587629,6000000
21809590120,3000000
21810590926,5000000
21810590924,5000000
21802583619,5000000
21807588517,3000000
21809590129,5000000
21806588029,3000000
21908598213,2500000
22004605026,3000000
22008608629,2500000
22002602219,1000000
22007607429,2000000
22001600229,3000000
22001601417,9000000
22004605029,8000000
22005605413,4000000
22003602614,2000000
22003603814,1500000
22001600216,4000000
22105613720,2500000
22105613726,4500000
22105614923,3000000
22106615317,2000000
22111619823,3500000
22208627929,2500000
22303632918,3500000
22303632926,8000000
22313636923,3000000
22301631629,2000000
22312636529,3500000
22301631617,5000000
22309634914,4000000
22302632019,3000000
22306633720,1500000
22303632529,4000000
22319639026,4500000
22319639029,4000000
22312636517,4000000
22317638629,1500000
22309634926,6000000
22316635320,50000
22316635329,4000000
22301631623,5000000
22301631626,4000000
22406645714,1800000
22406645718,1800000
22406644923,3000000
